Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status (Actual),Predicted Status,Risk (Probability)
Single,1st Phase - General Contingent,3,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,129.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",142.0,1,0,0,1,Female,0,19,0,0,6,8,6,12.666666666666666,0,0,6,7,6,12.714285714285714,0,9.4,-0.8,-3.12,1,1,0.9388458674178115
Single,Ordinance No. 854-B/99,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,"Personal Services, Security and Safety Workers and Sellers",140.0,1,0,0,1,Female,0,21,0,0,5,6,5,14.2,0,0,5,5,5,14.8,0,10.8,1.4,1.74,1,1,0.575
Single,2nd Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Higher Education - Degree,110.0,Portuguese,Other - 11th Year of Schooling,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,106.5,1,0,1,0,Female,0,20,0,0,6,6,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,0,0,0.015
Single,1st Phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,134.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction and Craftsmen",128.4,1,0,0,1,Female,1,18,0,0,5,12,5,12.857142857142858,2,0,5,8,4,13.25,0,9.4,-0.8,-3.12,1,0,0.4266666666666667
Single,1st Phase - General Contingent,3,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,100.0,1,0,0,1,Male,0,22,0,0,6,6,4,11.25,0,0,6,7,3,11.0,0,8.9,1.4,3.51,1,0,0.305
Single,3rd Phase - General Contingent,1,Agronomy,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",101.0,0,0,0,1,Male,0,21,0,5,11,16,9,11.9,0,3,9,14,8,12.25,0,15.5,2.8,-4.06,1,1,0.8847517482517482
Single,1st Phase - General Contingent,1,Communication Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,126.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",119.4,0,0,0,1,Female,1,21,0,0,6,7,5,13.8,0,0,6,6,6,12.833333333333334,0,16.2,0.3,-0.92,1,1,0.8593406593406593
Single,1st Phase - General Contingent,1,Management (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,145.0,Portuguese,Higher Education - Bachelor's Degree,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Administrative Staff,Unskilled Workers,127.5,1,0,0,1,Male,0,22,0,0,5,9,5,12.428571428571429,1,0,5,7,5,11.8,0,7.6,2.6,0.32,1,1,0.505
Single,1st Phase - General Contingent,1,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,112.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",113.8,1,0,0,1,Female,0,21,0,0,6,10,6,10.833333333333334,0,0,6,10,4,11.0,0,7.6,2.6,0.32,1,1,0.695
Single,1st Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,138.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree (1st Cycle),Administrative Staff,Intermediate Level Technicians and Professions,149.9,1,0,0,1,Female,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,1,1,0.6541666666666667
Single,2nd Phase - General Contingent,5,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,"Personal Services, Security and Safety Workers and Sellers",118.1,1,0,1,0,Male,0,26,0,0,5,11,1,10.0,0,0,5,14,1,11.0,0,8.9,1.4,3.51,0,0,0.005
Single,1st Phase - General Contingent,6,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,119.7,1,1,1,1,Male,0,19,0,2,7,8,7,13.075,0,1,8,11,8,12.36111111111111,0,12.4,0.5,1.79,1,1,0.9348809523809524
Single,2nd Phase - General Contingent,3,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,118.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",118.0,0,0,0,1,Female,0,20,0,0,5,11,4,11.0,0,0,5,7,5,13.2,0,12.4,0.5,1.79,1,1,0.59
Single,1st Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,124.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Teachers,Other Armed Forces Personnel,113.9,1,1,0,1,Female,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,0,0,0.0
Single,1st Phase - Special Contingent (Madeira Island),5,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,134.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,123.9,1,0,0,1,Male,0,18,0,0,5,11,5,13.0,2,0,5,7,5,12.4,0,9.4,-0.8,-3.12,1,0,0.47
Single,2nd Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,142.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,130.8,1,0,0,1,Female,1,19,0,0,7,10,6,12.583333333333334,0,0,8,8,7,12.671428571428573,0,13.9,-0.3,0.79,1,1,0.7596428571428572
Single,1st Phase - General Contingent,6,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,131.5,1,0,0,1,Female,0,19,0,0,8,8,8,13.25375,0,0,8,8,8,13.25375,0,9.4,-0.8,-3.12,1,1,0.7861753188720572
Single,Holders of Other Higher Courses,1,Management (Evening Attendance),Evening,Higher Education - Degree (1st Cycle),130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative Staff,Specialists in Intellectual and Scientific Activities,130.0,0,0,0,1,Male,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,0,0,0.0
Single,1st Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,148.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,138.7,0,0,0,1,Female,1,19,0,0,7,10,7,15.114999999999998,0,0,8,10,8,15.092,0,15.5,2.8,-4.06,1,1,0.995
Single,2nd Phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,141.0,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,130.2,1,0,0,1,Female,0,20,0,0,6,14,6,15.75,0,0,6,8,6,13.0,0,15.5,2.8,-4.06,1,1,0.77
Single,1st Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,125.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Armed Forces Professions,114.5,1,0,0,1,Male,0,19,0,0,5,5,5,13.8,0,0,5,7,5,12.4,0,9.4,-0.8,-3.12,1,0,0.465
Single,2nd Phase - General Contingent,3,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,134.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,120.4,1,0,0,1,Female,0,20,0,0,5,13,3,11.333333333333334,2,0,5,8,5,12.6,0,9.4,-0.8,-3.12,1,1,0.64
Single,Over 23 Years Old,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,"Skilled Workers in Industry, Construction and Craftsmen",110.0,0,0,0,1,Male,0,27,0,0,5,13,3,10.75,0,0,5,9,3,10.333333333333334,0,15.5,2.8,-4.06,0,0,0.0757142857142857
Single,Technological Specialization Diploma Holders,1,Communication Design,Daytime,Technological Specialization Course,120.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",116.3,1,1,0,1,Male,1,21,0,2,7,7,4,11.5,0,5,9,10,7,12.142857142857142,0,12.4,0.5,1.79,1,1,0.6648958333333335
Single,2nd Phase - General Contingent,2,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,125.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",116.3,1,0,0,1,Male,0,19,0,0,5,8,5,13.25,0,0,5,8,5,11.0,0,13.9,-0.3,0.79,1,0,0.4846808510638298
Single,1st Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,161.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,144.2,1,0,0,1,Male,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,1,0,0.485
Single,1st Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,139.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",125.5,0,0,0,1,Female,1,21,0,0,8,8,7,13.514285714285714,0,0,8,8,7,13.514285714285714,0,12.7,3.7,-1.7,1,1,0.7590708811215265
Single,1st Phase - General Contingent,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,136.0,Portuguese,Higher Education - Master's,Higher Education - Doctorate,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,126.2,0,0,0,1,Male,0,22,0,0,6,10,5,11.4,0,0,6,8,5,11.0,0,10.8,1.4,1.74,1,0,0.48889830508474574
Single,Over 23 Years Old,1,Social Service (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Administrative Staff,102.5,0,0,0,1,Female,1,27,0,0,6,16,1,10.0,0,0,6,13,0,0.0,0,8.9,1.4,3.51,0,0,0.015
Single,2nd Phase - General Contingent,1,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,127.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,"Personal Services, Security and Safety Workers and Sellers",115.8,0,0,0,1,Male,0,20,0,0,5,10,4,11.5,0,0,5,11,0,0.0,0,13.9,-0.3,0.79,1,0,0.4806282051282051
Single,1st Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,125.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,122.4,1,0,0,1,Male,0,19,0,0,7,7,7,13.725714285714286,0,0,8,8,8,14.5,0,11.1,0.6,2.02,1,1,0.7725739220173194
Single,2nd Phase - General Contingent,4,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,141.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,126.3,1,0,0,1,Female,0,18,0,0,8,8,7,13.297142857142855,0,0,8,8,7,13.297142857142855,0,10.8,1.4,1.74,1,1,0.7568551289605303
Single,Over 23 Years Old,1,Tourism,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,124.5,0,0,0,1,Female,1,36,0,0,6,7,6,13.714285714285714,0,0,6,6,5,12.8,0,16.2,0.3,-0.92,0,0,0.180625
Single,1st Phase - General Contingent,1,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,142.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,136.1,0,0,1,1,Male,1,19,0,0,6,6,6,12.666666666666666,0,0,6,6,6,14.0,0,16.2,0.3,-0.92,1,1,0.9518846249379035
Single,1st Phase - General Contingent,4,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Other - 11th Year of Schooling,Intermediate Level Technicians and Professions,Armed Forces Professions,131.6,1,0,0,1,Female,0,18,0,0,7,8,7,13.135,0,0,8,9,8,13.244444444444444,0,12.4,0.5,1.79,1,1,0.9508854458450047
Married,Over 23 Years Old,1,Management (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,110.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Administrative Staff,160.0,0,0,0,1,Female,0,44,0,0,5,5,5,11.8,0,0,5,5,5,12.4,0,15.5,2.8,-4.06,1,1,0.62
Single,1st Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,152.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative Staff,Unskilled Workers,160.4,1,0,0,0,Female,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,0,0,0.16
Single,1st Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,123.0,0,0,0,1,Female,1,18,0,0,5,7,5,13.333333333333334,0,0,5,6,5,13.6,0,12.7,3.7,-1.7,1,0,0.4
Single,Technological Specialization Diploma Holders,1,Animation and Multimedia Design,Daytime,Technological Specialization Course,160.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,160.0,1,0,1,1,Male,1,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0,0,0.09
Married,Change of Course,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,100.0,Portuguese,Unknown,Unknown,Student,Student,128.2,0,0,0,1,Male,0,32,0,6,10,12,10,11.4,0,4,9,9,4,11.5,0,7.6,2.6,0.32,1,1,0.68
Single,1st Phase - General Contingent,1,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,146.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",149.2,1,0,0,1,Male,1,21,0,0,6,6,6,13.5,0,0,6,6,6,14.166666666666666,0,12.7,3.7,-1.7,1,1,0.945
Married,Change of Course,1,Communication Design,Daytime,Higher Education - Bachelor's Degree,140.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",140.0,1,0,0,1,Male,0,38,0,14,18,18,18,14.5,0,13,18,18,18,14.5,0,16.2,0.3,-0.92,1,1,0.955
Single,1st Phase - General Contingent,2,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,145.0,Portuguese,Higher Education - Master's,Higher Education - Bachelor's Degree,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,127.3,1,0,0,1,Male,0,18,0,0,8,8,7,11.69,0,0,8,8,7,11.69,0,10.8,1.4,1.74,1,1,0.7591071428571429
Single,Over 23 Years Old,1,Tourism,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Administrative Staff,100.0,0,0,0,1,Male,0,27,0,0,6,11,3,11.333333333333334,0,0,6,10,3,14.75,0,16.2,0.3,-0.92,0,0,0.13
Single,3rd Phase - General Contingent,4,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,134.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Meal Preparation Assistants,"Workers in Food Processing, Woodworking, Clothing and Other Industries and Crafts",124.9,1,0,1,1,Male,0,18,0,0,5,11,3,10.666666666666666,0,0,5,9,3,11.333333333333334,0,8.9,1.4,3.51,1,0,0.396304347826087
Single,1st Phase - General Contingent,4,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,129.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,117.1,1,0,0,1,Female,0,30,0,0,7,7,7,14.692857142857145,0,0,8,8,8,14.9625,0,12.4,0.5,1.79,1,1,0.81
Single,Holders of Other Higher Courses,1,Veterinary Nursing,Daytime,Higher Education - Degree,120.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",120.0,0,0,0,1,Female,0,32,0,4,10,20,4,11.5,2,3,9,13,3,11.666666666666666,2,15.5,2.8,-4.06,0,0,0.025
Divorced,1st Phase - General Contingent,1,Management (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,140.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",139.0,0,0,0,1,Female,1,38,0,0,5,8,5,11.0,0,0,5,7,5,11.4,0,9.4,-0.8,-3.12,1,1,0.5488983050847458
Single,3rd Phase - General Contingent,1,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,135.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,129.8,0,0,0,1,Female,1,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,11.833333333333334,0,12.7,3.7,-1.7,0,0,0.4905525654065031
Single,2nd Phase - General Contingent,1,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,116.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Other Situation,"Personal Services, Security and Safety Workers and Sellers",116.7,1,0,0,1,Male,0,21,0,0,5,10,1,10.0,0,0,5,8,3,13.666666666666666,3,7.6,2.6,0.32,0,0,0.175
